(39, 42, 42)|(241, 234, 231)|0
(213, 193, 192)|(36, 31, 24)|1
(39, 42, 42)|(241, 234, 231)|0
(213, 193, 192)|(37, 31, 25)|1
(204, 212, 228)|(89, 98, 133)|0
(214, 199, 199)|(61, 52, 50)|1
(41, 84, 157)|(148, 162, 222)|0
(39, 35, 27)|(234, 221, 200)|1
(189, 132, 162)|(221, 217, 225)|1
(216, 143, 107)|(129, 70, 51)|1
(118, 91, 75)|(229, 201, 189)|1
(98, 98, 133)|(222, 226, 236)|1
(202, 201, 203)|(89, 76, 61)|1
(184, 170, 198)|(69, 43, 45)|0
(58, 55, 56)|(203, 199, 203)|1
(103, 153, 203)|(32, 40, 58)|1
(16, 14, 16)|(141, 145, 202)|1
(40, 26, 19)|(207, 140, 94)|1
(171, 176, 191)|(105, 94, 95)|1
(173, 183, 221)|(49, 66, 46)|1
(106, 83, 63)|(246, 246, 245)|1
(21, 24, 49)|(133, 143, 180)|0
(191, 157, 150)|(65, 42, 39)|1
(29, 24, 26)|(152, 131, 135)|1
(56, 48, 34)|(212, 194, 171)|1
(230, 226, 227)|(95, 78, 74)|0
(44, 35, 39)|(221, 209, 213)|1
(247, 246, 248)|(97, 72, 60)|0
(27, 26, 19)|(171, 167, 158)|1
(224, 172, 185)|(63, 116, 172)|1
(31, 20, 23)|(210, 187, 195)|1
(7, 10, 6)|(54, 114, 50)|0
(5, 15, 24)|(121, 141, 171)|0
(154, 173, 215)|(215, 211, 228)|1
(35, 41, 50)|(146, 143, 153)|1
(182, 149, 124)|(69, 49, 40)|1
(124, 89, 67)|(236, 186, 136)|1
(54, 40, 31)|(190, 158, 132)|1
(35, 31, 49)|(209, 173, 192)|1
(118, 95, 97)|(233, 232, 236)|1
(104, 88, 77)|(201, 176, 164)|1
(185, 188, 216)|(47, 57, 92)|1
(213, 198, 209)|(61, 138, 173)|1
(88, 78, 46)|(206, 167, 128)|1
(215, 216, 221)|(111, 103, 92)|0
(119, 96, 96)|(229, 227, 231)|1
(90, 63, 36)|(193, 132, 80)|1
(238, 215, 208)|(197, 96, 59)|1
(50, 38, 48)|(172, 158, 163)|1
(68, 70, 110)|(177, 156, 177)|0
(77, 57, 43)|(199, 166, 138)|1
(37, 25, 33)|(224, 185, 188)|1
(212, 164, 94)|(96, 65, 47)|1
(80, 81, 104)|(204, 206, 224)|1
(238, 125, 49)|(183, 25, 20)|1
(72, 75, 81)|(194, 205, 215)|1
(46, 49, 38)|(156, 147, 141)|1
(71, 69, 66)|(158, 193, 230)|0
(55, 53, 55)|(228, 230, 234)|1
(94, 104, 104)|(211, 217, 220)|1
(212, 202, 202)|(68, 48, 43)|0
(44, 49, 51)|(174, 202, 219)|0
(24, 35, 43)|(224, 225, 229)|1
(205, 207, 210)|(59, 63, 59)|1
(72, 75, 69)|(201, 212, 219)|1
(218, 211, 214)|(62, 52, 53)|1
(38, 45, 46)|(222, 222, 223)|1
(222, 220, 224)|(42, 42, 44)|0
(184, 194, 206)|(52, 61, 71)|0
(8, 12, 20)|(229, 236, 249)|1
(7, 12, 18)|(233, 239, 248)|0
(37, 24, 23)|(222, 212, 213)|0
(180, 194, 207)|(54, 72, 71)|0
(76, 66, 56)|(206, 201, 214)|1
(142, 161, 190)|(230, 238, 245)|1
(149, 169, 194)|(69, 76, 75)|1
(45, 44, 49)|(245, 240, 236)|1
(151, 181, 217)|(65, 55, 59)|1
(218, 216, 230)|(55, 64, 57)|1
(65, 70, 24)|(169, 175, 126)|1
(98, 102, 108)|(198, 205, 217)|0
(215, 231, 238)|(54, 40, 34)|0
(193, 215, 236)|(48, 53, 45)|1
(224, 234, 247)|(56, 52, 52)|0
(237, 239, 242)|(54, 60, 50)|0
(120, 62, 53)|(226, 209, 209)|0
(36, 42, 43)|(219, 207, 206)|1
(23, 24, 27)|(116, 96, 77)|1
(176, 187, 203)|(92, 83, 77)|0
(217, 223, 234)|(42, 49, 41)|1
(208, 211, 216)|(44, 63, 60)|0
(232, 234, 239)|(29, 24, 14)|1
(219, 225, 225)|(61, 71, 49)|0
(236, 213, 196)|(68, 63, 43)|0
(167, 181, 201)|(16, 29, 50)|1
(71, 44, 38)|(229, 196, 171)|1
(230, 232, 240)|(105, 119, 149)|1
(53, 61, 66)|(209, 208, 211)|1
(197, 144, 136)|(38, 46, 49)|0
(13, 9, 8)|(187, 169, 167)|1
(139, 134, 159)|(238, 229, 231)|0
(161, 125, 123)|(50, 34, 33)|1
(172, 165, 173)|(77, 71, 67)|0
(80, 73, 68)|(170, 164, 172)|0
(59, 42, 42)|(217, 209, 205)|0
(201, 176, 162)|(65, 59, 56)|1
(188, 180, 189)|(42, 41, 47)|1
(113, 133, 134)|(197, 199, 205)|1
(219, 219, 224)|(94, 89, 97)|1
(222, 213, 216)|(89, 70, 66)|1
(34, 33, 37)|(199, 193, 200)|1
(212, 191, 206)|(88, 65, 56)|0
(93, 52, 40)|(207, 188, 183)|0
(221, 217, 223)|(145, 97, 91)|1
(26, 25, 29)|(198, 211, 227)|1
(78, 60, 67)|(198, 187, 193)|1
(209, 210, 201)|(118, 107, 105)|1
(28, 19, 20)|(210, 187, 188)|1
(239, 200, 188)|(106, 69, 65)|0
(198, 228, 240)|(151, 215, 233)|1
(87, 89, 100)|(181, 212, 236)|0
(63, 44, 42)|(229, 205, 187)|1
(203, 190, 190)|(64, 54, 62)|0
(56, 45, 51)|(230, 178, 146)|1
(62, 39, 37)|(232, 226, 225)|1
(41, 45, 58)|(188, 190, 210)|0
(236, 225, 227)|(134, 117, 119)|1
(51, 40, 66)|(210, 173, 195)|1
(55, 48, 53)|(233, 224, 229)|1
(74, 61, 54)|(187, 198, 217)|0
(41, 42, 44)|(222, 220, 224)|1
(138, 104, 89)|(30, 27, 29)|0
(175, 179, 209)|(63, 52, 78)|0
(210, 227, 235)|(121, 114, 104)|1
(210, 173, 195)|(52, 40, 66)|1
(55, 48, 53)|(232, 223, 228)|0
(226, 235, 238)|(187, 211, 223)|0
(220, 210, 208)|(92, 90, 85)|0
(48, 42, 45)|(214, 204, 197)|1
(219, 195, 194)|(131, 83, 84)|0
(94, 67, 86)|(210, 193, 213)|1
(191, 191, 191)|(19, 19, 19)|0
(209, 192, 210)|(97, 64, 81)|0
(24, 24, 24)|(160, 160, 160)|1
(211, 200, 192)|(46, 43, 53)|0
(39, 23, 22)|(170, 153, 153)|1
(22, 22, 23)|(161, 175, 179)|0
(54, 32, 26)|(229, 200, 196)|0
(232, 222, 228)|(54, 48, 52)|0
(40, 13, 16)|(201, 171, 168)|0
(233, 229, 235)|(34, 37, 46)|0
(242, 241, 244)|(139, 118, 124)|1
(77, 64, 40)|(219, 204, 208)|0
(228, 229, 233)|(68, 67, 47)|1
(47, 30, 25)|(198, 135, 116)|1
(195, 188, 157)|(54, 55, 34)|1
(234, 223, 220)|(89, 68, 67)|0
(89, 57, 74)|(194, 176, 203)|1
(71, 70, 78)|(207, 203, 207)|1
(210, 187, 167)|(60, 50, 51)|1
(160, 117, 125)|(40, 30, 34)|0
(207, 202, 224)|(122, 65, 85)|0
(49, 42, 50)|(209, 198, 203)|1
(218, 209, 209)|(102, 94, 99)|0
(161, 134, 159)|(55, 32, 32)|1
(30, 26, 29)|(138, 104, 88)|1
(175, 178, 208)|(63, 51, 77)|1
(220, 227, 234)|(101, 86, 103)|1
(26, 24, 23)|(231, 231, 237)|1
(80, 71, 87)|(204, 198, 212)|0
(96, 65, 60)|(186, 169, 173)|1
(72, 58, 52)|(185, 195, 213)|1
(174, 173, 185)|(104, 76, 68)|1
(187, 206, 227)|(137, 112, 99)|1
(215, 212, 219)|(28, 29, 32)|1
(249, 249, 249)|(61, 61, 61)|0
(113, 70, 56)|(231, 215, 212)|0
(17, 209, 241)|(209, 182, 182)|1
(226, 232, 242)|(93, 116, 151)|1
(212, 212, 226)|(58, 56, 72)|1
(118, 81, 94)|(237, 220, 225)|1
(43, 42, 50)|(236, 241, 248)|1
(221, 152, 141)|(73, 50, 64)|0
(213, 189, 197)|(73, 44, 50)|1
(65, 64, 74)|(197, 205, 218)|1
(171, 186, 212)|(47, 43, 45)|1
(71, 77, 87)|(144, 153, 175)|1
(183, 166, 171)|(34, 30, 32)|1
(80, 66, 63)|(237, 234, 240)|0
(193, 186, 203)|(21, 22, 26)|0
(201, 211, 225)|(43, 49, 61)|0
(140, 154, 195)|(37, 34, 44)|1
(188, 201, 214)|(52, 51, 56)|1
(190, 186, 208)|(49, 39, 51)|0
(42, 41, 45)|(201, 205, 217)|1
(39, 38, 40)|(206, 205, 214)|0
(201, 204, 217)|(38, 39, 48)|0
(51, 53, 59)|(193, 204, 216)|1
(172, 87, 84)|(90, 41, 36)|1
(49, 60, 79)|(176, 195, 217)|1
(221, 221, 233)|(73, 64, 79)|1
(199, 191, 196)|(65, 55, 58)|1
(224, 218, 226)|(84, 72, 80)|0
(152, 182, 207)|(41, 43, 54)|0
(214, 221, 233)|(66, 71, 87)|1
(234, 233, 239)|(61, 44, 35)|1
(73, 77, 95)|(200, 200, 215)|1
(37, 55, 72)|(156, 168, 180)|1
(58, 49, 50)|(193, 185, 191)|1
(131, 147, 169)|(210, 219, 232)|1
(212, 215, 222)|(55, 53, 56)|1
(106, 116, 141)|(237, 239, 246)|0
(20, 21, 25)|(150, 178, 201)|1
(237, 149, 124)|(118, 45, 35)|1
(200, 175, 175)|(185, 88, 58)|1
(223, 238, 245)|(98, 117, 133)|1
(33, 34, 52)|(188, 164, 168)|1
(216, 220, 228)|(54, 32, 36)|1
(230, 233, 239)|(61, 66, 78)|0
(62, 84, 108)|(172, 193, 208)|0
(208, 207, 218)|(67, 65, 84)|1
(48, 54, 79)|(147, 158, 194)|1
(18, 18, 18)|(205, 205, 205)|1
(88, 72, 106)|(31, 25, 38)|0
